iter:  200.0 , lambda:  1 , alpha:  0.5555555555555556 , kernel: rbf method:  cobyla , catol:  0.0001 batches:  100
x_init:  [0.00032029 0.00070814 0.00038132 ... 0.00081694 0.00064442 0.0005751 ]
loss:  1175.7808076616132
loss:  1174.2585993007506
loss:  1141.9099136651894
loss:  1177.174655724306
loss:  1153.5202553219272
loss:  1169.243410195989
loss:  1170.782391687596
loss:  1153.511721891168
loss:  1178.6034434805406
loss:  1173.7507506923557
loss:  1175.1468863458706
loss:  1142.7526873763504
loss:  1165.0516539377543
loss:  1174.236835328801
loss:  1171.3439742815472
loss:  1172.558753799441
loss:  1173.040272176683
loss:  1154.5037315173713
loss:  1132.527189127508
loss:  1177.2738484569852
loss:  1098.8588850807291
loss:  1178.9678179566695
loss:  1173.1486342000064
weights:  [0.00032029 0.00070814 0.00038132 ... 0.00081694 0.00064442 0.0005751 ]
cy dot constraint : -2.80746336200023
Optimization problem did not converge.. Check the solution returned by the optimizer.
Returned solution is:
     fun: 1097.7199313347287
   maxcv: 2.8075633620002303
 message: 'Did not converge to a solution satisfying the constraints. See `maxcv` for magnitude of violation.'
    nfev: 200
  status: 4
 success: False
       x: array([0.00032029, 0.00070814, 0.00038132, ..., 0.00081694, 0.00064442,
       0.0005751 ])
Train data:
------------
Train accuracy :  0.776
Total data points: 7000
# non-protected examples: 4699
# protected examples: 2301
Non-protected in positive class: 690 (15%)
Protected in positive class: 211 (9%)
P-rule is: 62%

Test data: 
------------
Test accuracy :  0.7723333333333333
Total data points: 3000
# non-protected examples: 2055
# protected examples: 945
Non-protected in positive class: 304 (15%)
Protected in positive class: 100 (11%)
P-rule is: 72%
------------------------------------------------------------------------
------------------------------------------------------------------------
